Quarter,Region,State,Purpose,Trips
2016 Q4,Adelaide Hills,South Australia,Other,0
2017 Q1,Adelaide Hills,South Australia,Other,1
2017 Q2,Adelaide Hills,South Australia,Other,1
2017 Q3,Adelaide Hills,South Australia,Other,4
2017 Q4,Adelaide Hills,South Australia,Other,4
1998 Q1,Adelaide Hills,South Australia,Visiting,3
1998 Q2,Adelaide Hills,South Australia,Visiting,8
1998 Q3,Adelaide Hills,South Australia,Visiting,4
1998 Q4,Adelaide Hills,South Australia,Visiting,8
1999 Q1,Adelaide Hills,South Australia,Visiting,2
1999 Q2,Adelaide Hills,South Australia,Visiting,9
1999 Q3,Adelaide Hills,South Australia,Visiting,5
1999 Q4,Adelaide Hills,South Australia,Visiting,4
2000 Q1,Adelaide Hills,South Australia,Visiting,2
2000 Q2,Adelaide Hills,South Australia,Visiting,1
2000 Q3,Adelaide Hills,South Australia,Visiting,1
2000 Q4,Adelaide Hills,South Australia,Visiting,7
2001 Q1,Adelaide Hills,South Australia,Visiting,8
2001 Q2,Adelaide Hills,South Australia,Visiting,10
2001 Q3,Adelaide Hills,South Australia,Visiting,9
2001 Q4,Adelaide Hills,South Australia,Visiting,13
2002 Q1,Adelaide Hills,South Australia,Visiting,8
2002 Q2,Adelaide Hills,South Australia,Visiting,9
2002 Q3,Adelaide Hills,South Australia,Visiting,11
2002 Q4,Adelaide Hills,South Australia,Visiting,81
2003 Q1,Adelaide Hills,South Australia,Visiting,7
2003 Q2,Adelaide Hills,South Australia,Visiting,10
2003 Q3,Adelaide Hills,South Australia,Visiting,19
2003 Q4,Adelaide Hills,South Australia,Visiting,23
2004 Q1,Adelaide Hills,South Australia,Visiting,12
2004 Q2,Adelaide Hills,South Australia,Visiting,15
2004 Q3,Adelaide Hills,South Australia,Visiting,14
2004 Q4,Adelaide Hills,South Australia,Visiting,8
2005 Q1,Adelaide Hills,South Australia,Visiting,10
2005 Q2,Adelaide Hills,South Australia,Visiting,6
2005 Q3,Adelaide Hills,South Australia,Visiting,9
2005 Q4,Adelaide Hills,South Australia,Visiting,19
2006 Q1,Adelaide Hills,South Australia,Visiting,7
2006 Q2,Adelaide Hills,South Australia,Visiting,10
2006 Q3,Adelaide Hills,South Australia,Visiting,10
2006 Q4,Adelaide Hills,South Australia,Visiting,14
2007 Q1,Adelaide Hills,South Australia,Visiting,17
2007 Q2,Adelaide Hills,South Australia,Visiting,16
2007 Q3,Adelaide Hills,South Australia,Visiting,13
2007 Q4,Adelaide Hills,South Australia,Visiting,10
2008 Q1,Adelaide Hills,South Australia,Visiting,10
2008 Q2,Adelaide Hills,South Australia,Visiting,14
2008 Q3,Adelaide Hills,South Australia,Visiting,23
2008 Q4,Adelaide Hills,South Australia,Visiting,16
2009 Q1,Adelaide Hills,South Australia,Visiting,22
2009 Q2,Adelaide Hills,South Australia,Visiting,14
2009 Q3,Adelaide Hills,South Australia,Visiting,11
2009 Q4,Adelaide Hills,South Australia,Visiting,10
2010 Q1,Adelaide Hills,South Australia,Visiting,9
2010 Q2,Adelaide Hills,South Australia,Visiting,12
2010 Q3,Adelaide Hills,South Australia,Visiting,16
2010 Q4,Adelaide Hills,South Australia,Visiting,16
2011 Q1,Adelaide Hills,South Australia,Visiting,18
2011 Q2,Adelaide Hills,South Australia,Visiting,10
2011 Q3,Adelaide Hills,South Australia,Visiting,7
2011 Q4,Adelaide Hills,South Australia,Visiting,16
2012 Q1,Adelaide Hills,South Australia,Visiting,10
2012 Q2,Adelaide Hills,South Australia,Visiting,15
2012 Q3,Adelaide Hills,South Australia,Visiting,12
2012 Q4,Adelaide Hills,South Australia,Visiting,23
2013 Q1,Adelaide Hills,South Australia,Visiting,37
2013 Q2,Adelaide Hills,South Australia,Visiting,19
2013 Q3,Adelaide Hills,South Australia,Visiting,9
2013 Q4,Adelaide Hills,South Australia,Visiting,14
2014 Q1,Adelaide Hills,South Australia,Visiting,11
2014 Q2,Adelaide Hills,South Australia,Visiting,20
2014 Q3,Adelaide Hills,South Australia,Visiting,16
2014 Q4,Adelaide Hills,South Australia,Visiting,17
2015 Q1,Adelaide Hills,South Australia,Visiting,21
2015 Q2,Adelaide Hills,South Australia,Visiting,26
2015 Q3,Adelaide Hills,South Australia,Visiting,12
2015 Q4,Adelaide Hills,South Australia,Visiting,16
2016 Q1,Adelaide Hills,South Australia,Visiting,28
2016 Q2,Adelaide Hills,South Australia,Visiting,2
2016 Q3,Adelaide Hills,South Australia,Visiting,17
2016 Q4,Adelaide Hills,South Australia,Visiting,38
2017 Q1,Adelaide Hills,South Australia,Visiting,22
2017 Q2,Adelaide Hills,South Australia,Visiting,31
2017 Q3,Adelaide Hills,South Australia,Visiting,13
2017 Q4,Adelaide Hills,South Australia,Visiting,29
1998 Q1,Alice Springs,Northern Territory,Business,8
1998 Q2,Alice Springs,Northern Territory,Business,3
1998 Q3,Alice Springs,Northern Territory,Business,22
1998 Q4,Alice Springs,Northern Territory,Business,4
1999 Q1,Alice Springs,Northern Territory,Business,18
1999 Q2,Alice Springs,Northern Territory,Business,16
1999 Q3,Alice Springs,Northern Territory,Business,9
1999 Q4,Alice Springs,Northern Territory,Business,16
2000 Q1,Alice Springs,Northern Territory,Business,5
2000 Q2,Alice Springs,Northern Territory,Business,11
2000 Q3,Alice Springs,Northern Territory,Business,7
2000 Q4,Alice Springs,Northern Territory,Business,24
2001 Q1,Alice Springs,Northern Territory,Business,10
2001 Q2,Alice Springs,Northern Territory,Business,16
2001 Q3,Alice Springs,Northern Territory,Business,16
2001 Q4,Alice Springs,Northern Territory,Business,15
2002 Q1,Alice Springs,Northern Territory,Business,11
2002 Q2,Alice Springs,Northern Territory,Business,16
2002 Q3,Alice Springs,Northern Territory,Business,21
2002 Q4,Alice Springs,Northern Territory,Business,24
2003 Q1,Alice Springs,Northern Territory,Business,1
2003 Q2,Alice Springs,Northern Territory,Business,19
2003 Q3,Alice Springs,Northern Territory,Business,10
2003 Q4,Alice Springs,Northern Territory,Business,18
2004 Q1,Alice Springs,Northern Territory,Business,10
2004 Q2,Alice Springs,Northern Territory,Business,9
2004 Q3,Alice Springs,Northern Territory,Business,11
2004 Q4,Alice Springs,Northern Territory,Business,11
2005 Q1,Alice Springs,Northern Territory,Business,9
2005 Q2,Alice Springs,Northern Territory,Business,8
2005 Q3,Alice Springs,Northern Territory,Business,8
2005 Q4,Alice Springs,Northern Territory,Business,22
2006 Q1,Alice Springs,Northern Territory,Business,12
2006 Q2,Alice Springs,Northern Territory,Business,8
2006 Q3,Alice Springs,Northern Territory,Business,9
2006 Q4,Alice Springs,Northern Territory,Business,10
2007 Q1,Alice Springs,Northern Territory,Business,12
2007 Q2,Alice Springs,Northern Territory,Business,15
2007 Q3,Alice Springs,Northern Territory,Business,9
2007 Q4,Alice Springs,Northern Territory,Business,8
2008 Q1,Alice Springs,Northern Territory,Business,6
2008 Q2,Alice Springs,Northern Territory,Business,17
2008 Q3,Alice Springs,Northern Territory,Business,28
2008 Q4,Alice Springs,Northern Territory,Business,23
2009 Q1,Alice Springs,Northern Territory,Business,7
2009 Q2,Alice Springs,Northern Territory,Business,13
2009 Q3,Alice Springs,Northern Territory,Business,10
2009 Q4,Alice Springs,Northern Territory,Business,13
2010 Q1,Alice Springs,Northern Territory,Business,11
2010 Q2,Alice Springs,Northern Territory,Business,16
2010 Q3,Alice Springs,Northern Territory,Business,15
2010 Q4,Alice Springs,Northern Territory,Business,6
2011 Q1,Alice Springs,Northern Territory,Business,17
2011 Q2,Alice Springs,Northern Territory,Business,15
2011 Q3,Alice Springs,Northern Territory,Business,14
2011 Q4,Alice Springs,Northern Territory,Business,7
2012 Q1,Alice Springs,Northern Territory,Business,7
2012 Q2,Alice Springs,Northern Territory,Business,13
2012 Q3,Alice Springs,Northern Territory,Business,11
2012 Q4,Alice Springs,Northern Territory,Business,9
2013 Q1,Alice Springs,Northern Territory,Business,9
2013 Q2,Alice Springs,Northern Territory,Business,12
2013 Q3,Alice Springs,Northern Territory,Business,17
2013 Q4,Alice Springs,Northern Territory,Business,14
2014 Q1,Alice Springs,Northern Territory,Business,23
2014 Q2,Alice Springs,Northern Territory,Business,6
2014 Q3,Alice Springs,Northern Territory,Business,25
2014 Q4,Alice Springs,Northern Territory,Business,30
2015 Q1,Alice Springs,Northern Territory,Business,16
2015 Q2,Alice Springs,Northern Territory,Business,21
2015 Q3,Alice Springs,Northern Territory,Business,23
2015 Q4,Alice Springs,Northern Territory,Business,26
2016 Q1,Alice Springs,Northern Territory,Business,8
2016 Q2,Alice Springs,Northern Territory,Business,24
2016 Q3,Alice Springs,Northern Territory,Business,33
2016 Q4,Alice Springs,Northern Territory,Business,22
2017 Q1,Alice Springs,Northern Territory,Business,19
2017 Q2,Alice Springs,Northern Territory,Business,34
2017 Q3,Alice Springs,Northern Territory,Business,30
2017 Q4,Alice Springs,Northern Territory,Business,17
1998 Q1,Alice Springs,Northern Territory,Holiday,8
1998 Q2,Alice Springs,Northern Territory,Holiday,35
1998 Q3,Alice Springs,Northern Territory,Holiday,77
1998 Q4,Alice Springs,Northern Territory,Holiday,27
1999 Q1,Alice Springs,Northern Territory,Holiday,12
1999 Q2,Alice Springs,Northern Territory,Holiday,47
1999 Q3,Alice Springs,Northern Territory,Holiday,61
1999 Q4,Alice Springs,Northern Territory,Holiday,38
2000 Q1,Alice Springs,Northern Territory,Holiday,24
2000 Q2,Alice Springs,Northern Territory,Holiday,25
2000 Q3,Alice Springs,Northern Territory,Holiday,63
2000 Q4,Alice Springs,Northern Territory,Holiday,36
2001 Q1,Alice Springs,Northern Territory,Holiday,15
2001 Q2,Alice Springs,Northern Territory,Holiday,23
2001 Q3,Alice Springs,Northern Territory,Holiday,64
2001 Q4,Alice Springs,Northern Territory,Holiday,23
2002 Q1,Alice Springs,Northern Territory,Holiday,8
2002 Q2,Alice Springs,Northern Territory,Holiday,34
2002 Q3,Alice Springs,Northern Territory,Holiday,53
2002 Q4,Alice Springs,Northern Territory,Holiday,35
2003 Q1,Alice Springs,Northern Territory,Holiday,12
2003 Q2,Alice Springs,Northern Territory,Holiday,37
2003 Q3,Alice Springs,Northern Territory,Holiday,45
2003 Q4,Alice Springs,Northern Territory,Holiday,22
2004 Q1,Alice Springs,Northern Territory,Holiday,11
2004 Q2,Alice Springs,Northern Territory,Holiday,26
2004 Q3,Alice Springs,Northern Territory,Holiday,74
2004 Q4,Alice Springs,Northern Territory,Holiday,18
2005 Q1,Alice Springs,Northern Territory,Holiday,14
2005 Q2,Alice Springs,Northern Territory,Holiday,40
2005 Q3,Alice Springs,Northern Territory,Holiday,64
2005 Q4,Alice Springs,Northern Territory,Holiday,32
2006 Q1,Alice Springs,Northern Territory,Holiday,16
2006 Q2,Alice Springs,Northern Territory,Holiday,37
2006 Q3,Alice Springs,Northern Territory,Holiday,50
2006 Q4,Alice Springs,Northern Territory,Holiday,41
2007 Q1,Alice Springs,Northern Territory,Holiday,13
2007 Q2,Alice Springs,Northern Territory,Holiday,39
2007 Q3,Alice Springs,Northern Territory,Holiday,48
2007 Q4,Alice Springs,Northern Territory,Holiday,29
2008 Q1,Alice Springs,Northern Territory,Holiday,18
2008 Q2,Alice Springs,Northern Territory,Holiday,36
2008 Q3,Alice Springs,Northern Territory,Holiday,36
2008 Q4,Alice Springs,Northern Territory,Holiday,24
2009 Q1,Alice Springs,Northern Territory,Holiday,4
2009 Q2,Alice Springs,Northern Territory,Holiday,45
2009 Q3,Alice Springs,Northern Territory,Holiday,54
2009 Q4,Alice Springs,Northern Territory,Holiday,31
2010 Q1,Alice Springs,Northern Territory,Holiday,10
2010 Q2,Alice Springs,Northern Territory,Holiday,36
2010 Q3,Alice Springs,Northern Territory,Holiday,46
2010 Q4,Alice Springs,Northern Territory,Holiday,46
2011 Q1,Alice Springs,Northern Territory,Holiday,12
2011 Q2,Alice Springs,Northern Territory,Holiday,19
2011 Q3,Alice Springs,Northern Territory,Holiday,38
2011 Q4,Alice Springs,Northern Territory,Holiday,14
2012 Q1,Alice Springs,Northern Territory,Holiday,15
2012 Q2,Alice Springs,Northern Territory,Holiday,22
2012 Q3,Alice Springs,Northern Territory,Holiday,48
2012 Q4,Alice Springs,Northern Territory,Holiday,7
2013 Q1,Alice Springs,Northern Territory,Holiday,6
2013 Q2,Alice Springs,Northern Territory,Holiday,27
2013 Q3,Alice Springs,Northern Territory,Holiday,37
2013 Q4,Alice Springs,Northern Territory,Holiday,17
2014 Q1,Alice Springs,Northern Territory,Holiday,3
2014 Q2,Alice Springs,Northern Territory,Holiday,61
2014 Q3,Alice Springs,Northern Territory,Holiday,47
2014 Q4,Alice Springs,Northern Territory,Holiday,30
2015 Q1,Alice Springs,Northern Territory,Holiday,11
2015 Q2,Alice Springs,Northern Territory,Holiday,39
2015 Q3,Alice Springs,Northern Territory,Holiday,70
2015 Q4,Alice Springs,Northern Territory,Holiday,21
2016 Q1,Alice Springs,Northern Territory,Holiday,3
2016 Q2,Alice Springs,Northern Territory,Holiday,45
2016 Q3,Alice Springs,Northern Territory,Holiday,65
2016 Q4,Alice Springs,Northern Territory,Holiday,15
2017 Q1,Alice Springs,Northern Territory,Holiday,21
2017 Q2,Alice Springs,Northern Territory,Holiday,39
2017 Q3,Alice Springs,Northern Territory,Holiday,36
2017 Q4,Alice Springs,Northern Territory,Holiday,23
1998 Q1,Alice Springs,Northern Territory,Other,3
1998 Q2,Alice Springs,Northern Territory,Other,0
1998 Q3,Alice Springs,Northern Territory,Other,6
1998 Q4,Alice Springs,Northern Territory,Other,2
1999 Q1,Alice Springs,Northern Territory,Other,8
1999 Q2,Alice Springs,Northern Territory,Other,2
1999 Q3,Alice Springs,Northern Territory,Other,2
1999 Q4,Alice Springs,Northern Territory,Other,8
2000 Q1,Alice Springs,Northern Territory,Other,1
2000 Q2,Alice Springs,Northern Territory,Other,3
2000 Q3,Alice Springs,Northern Territory,Other,11
2000 Q4,Alice Springs,Northern Territory,Other,3
2001 Q1,Alice Springs,Northern Territory,Other,2
2001 Q2,Alice Springs,Northern Territory,Other,3
2001 Q3,Alice Springs,Northern Territory,Other,4
2001 Q4,Alice Springs,Northern Territory,Other,10
2002 Q1,Alice Springs,Northern Territory,Other,0
2002 Q2,Alice Springs,Northern Territory,Other,3
2002 Q3,Alice Springs,Northern Territory,Other,2
2002 Q4,Alice Springs,Northern Territory,Other,0
2003 Q1,Alice Springs,Northern Territory,Other,0
2003 Q2,Alice Springs,Northern Territory,Other,7
2003 Q3,Alice Springs,Northern Territory,Other,4
2003 Q4,Alice Springs,Northern Territory,Other,4
2004 Q1,Alice Springs,Northern Territory,Other,2
2004 Q2,Alice Springs,Northern Territory,Other,5
2004 Q3,Alice Springs,Northern Territory,Other,0
2004 Q4,Alice Springs,Northern Territory,Other,0
2005 Q1,Alice Springs,Northern Territory,Other,0
2005 Q2,Alice Springs,Northern Territory,Other,0
2005 Q3,Alice Springs,Northern Territory,Other,9
2005 Q4,Alice Springs,Northern Territory,Other,3
2006 Q1,Alice Springs,Northern Territory,Other,5
2006 Q2,Alice Springs,Northern Territory,Other,1
2006 Q3,Alice Springs,Northern Territory,Other,0
2006 Q4,Alice Springs,Northern Territory,Other,0
2007 Q1,Alice Springs,Northern Territory,Other,0
2007 Q2,Alice Springs,Northern Territory,Other,5
2007 Q3,Alice Springs,Northern Territory,Other,5
2007 Q4,Alice Springs,Northern Territory,Other,0
2008 Q1,Alice Springs,Northern Territory,Other,0
2008 Q2,Alice Springs,Northern Territory,Other,0
2008 Q3,Alice Springs,Northern Territory,Other,7
2008 Q4,Alice Springs,Northern Territory,Other,0
2009 Q1,Alice Springs,Northern Territory,Other,0
2009 Q2,Alice Springs,Northern Territory,Other,4
2009 Q3,Alice Springs,Northern Territory,Other,1
2009 Q4,Alice Springs,Northern Territory,Other,1
2010 Q1,Alice Springs,Northern Territory,Other,0
2010 Q2,Alice Springs,Northern Territory,Other,3
2010 Q3,Alice Springs,Northern Territory,Other,8
2010 Q4,Alice Springs,Northern Territory,Other,6
2011 Q1,Alice Springs,Northern Territory,Other,1
2011 Q2,Alice Springs,Northern Territory,Other,4
2011 Q3,Alice Springs,Northern Territory,Other,14
2011 Q4,Alice Springs,Northern Territory,Other,1
2012 Q1,Alice Springs,Northern Territory,Other,0
2012 Q2,Alice Springs,Northern Territory,Other,3
2012 Q3,Alice Springs,Northern Territory,Other,4
2012 Q4,Alice Springs,Northern Territory,Other,0
2013 Q1,Alice Springs,Northern Territory,Other,0
2013 Q2,Alice Springs,Northern Territory,Other,0
2013 Q3,Alice Springs,Northern Territory,Other,0
2013 Q4,Alice Springs,Northern Territory,Other,1
2014 Q1,Alice Springs,Northern Territory,Other,5
2014 Q2,Alice Springs,Northern Territory,Other,1
2014 Q3,Alice Springs,Northern Territory,Other,0
2014 Q4,Alice Springs,Northern Territory,Other,5
2015 Q1,Alice Springs,Northern Territory,Other,0
2015 Q2,Alice Springs,Northern Territory,Other,12
2015 Q3,Alice Springs,Northern Territory,Other,11
2015 Q4,Alice Springs,Northern Territory,Other,0
2016 Q1,Alice Springs,Northern Territory,Other,7
2016 Q2,Alice Springs,Northern Territory,Other,4
2016 Q3,Alice Springs,Northern Territory,Other,14
2016 Q4,Alice Springs,Northern Territory,Other,2
2017 Q1,Alice Springs,Northern Territory,Other,8
2017 Q2,Alice Springs,Northern Territory,Other,10
2017 Q3,Alice Springs,Northern Territory,Other,5
2017 Q4,Alice Springs,Northern Territory,Other,6
1998 Q1,Alice Springs,Northern Territory,Visiting,1
1998 Q2,Alice Springs,Northern Territory,Visiting,18
1998 Q3,Alice Springs,Northern Territory,Visiting,7
1998 Q4,Alice Springs,Northern Territory,Visiting,8
1999 Q1,Alice Springs,Northern Territory,Visiting,10
1999 Q2,Alice Springs,Northern Territory,Visiting,2
1999 Q3,Alice Springs,Northern Territory,Visiting,5
1999 Q4,Alice Springs,Northern Territory,Visiting,4
2000 Q1,Alice Springs,Northern Territory,Visiting,2
2000 Q2,Alice Springs,Northern Territory,Visiting,1
2000 Q3,Alice Springs,Northern Territory,Visiting,12
2000 Q4,Alice Springs,Northern Territory,Visiting,10
2001 Q1,Alice Springs,Northern Territory,Visiting,10
2001 Q2,Alice Springs,Northern Territory,Visiting,6
2001 Q3,Alice Springs,Northern Territory,Visiting,14
2001 Q4,Alice Springs,Northern Territory,Visiting,4
2002 Q1,Alice Springs,Northern Territory,Visiting,6
2002 Q2,Alice Springs,Northern Territory,Visiting,3
2002 Q3,Alice Springs,Northern Territory,Visiting,22
2002 Q4,Alice Springs,Northern Territory,Visiting,1
2003 Q1,Alice Springs,Northern Territory,Visiting,3
2003 Q2,Alice Springs,Northern Territory,Visiting,8
2003 Q3,Alice Springs,Northern Territory,Visiting,7
2003 Q4,Alice Springs,Northern Territory,Visiting,4
2004 Q1,Alice Springs,Northern Territory,Visiting,5
2004 Q2,Alice Springs,Northern Territory,Visiting,12
2004 Q3,Alice Springs,Northern Territory,Visiting,19
2004 Q4,Alice Springs,Northern Territory,Visiting,4
2005 Q1,Alice Springs,Northern Territory,Visiting,7
2005 Q2,Alice Springs,Northern Territory,Visiting,7
2005 Q3,Alice Springs,Northern Territory,Visiting,10
2005 Q4,Alice Springs,Northern Territory,Visiting,5
2006 Q1,Alice Springs,Northern Territory,Visiting,10
2006 Q2,Alice Springs,Northern Territory,Visiting,5
2006 Q3,Alice Springs,Northern Territory,Visiting,7
2006 Q4,Alice Springs,Northern Territory,Visiting,9
2007 Q1,Alice Springs,Northern Territory,Visiting,11
2007 Q2,Alice Springs,Northern Territory,Visiting,8
2007 Q3,Alice Springs,Northern Territory,Visiting,8
2007 Q4,Alice Springs,Northern Territory,Visiting,6
2008 Q1,Alice Springs,Northern Territory,Visiting,1
2008 Q2,Alice Springs,Northern Territory,Visiting,7
2008 Q3,Alice Springs,Northern Territory,Visiting,10
2008 Q4,Alice Springs,Northern Territory,Visiting,6
2009 Q1,Alice Springs,Northern Territory,Visiting,8
2009 Q2,Alice Springs,Northern Territory,Visiting,4
2009 Q3,Alice Springs,Northern Territory,Visiting,6
2009 Q4,Alice Springs,Northern Territory,Visiting,6
2010 Q1,Alice Springs,Northern Territory,Visiting,4
2010 Q2,Alice Springs,Northern Territory,Visiting,6
